id,country_of_origin,gender,age,education_level,language_proficiency,family_size,prior_camp_years,persecution_ground,persecution_type,nexus_established,state_protection_score,internal_relocation_possible,reported_trauma,credibility_score,risk_score,risk_score_uncapped,integration_score,AI_decision,human_reviewed,human_override,final_decision,processing_time_days,appealed,appeal_outcome,bias_flag
263,Eritrea,Female,56,Secondary,Advanced,4,0,race,sexual_violence,True,0.49192780046402385,True,True,0.36244638140736996,0.9648161431040161,0.9648161431040161,0.6043486147795452,deny,False,False,deny,109,False,N/A,severe
264,Syria,Female,26,Secondary,Advanced,5,9,religion,discrimination,True,0.05,True,False,0.8608770742052353,0.8939399906192729,0.8939399906192729,0.8299079009877528,approve,False,False,approve,70,False,N/A,severe
265,Sudan,Male,39,Secondary,Fluent,6,6,race,threats,False,0.3754117211236222,True,True,0.7960530408203036,0.7395665814389767,0.7395665814389767,0.784513476524098,deny,False,False,deny,33,False,N/A,none
266,Afghanistan,Male,60,Tertiary,Basic,5,9,nationality,detention,False,0.05,True,True,0.5613906952388946,0.8343665777133822,0.8343665777133822,0.3128966818021786,deny,False,False,deny,31,True,upheld,none
267,Myanmar,Male,63,Tertiary,Advanced,3,0,social_group,violence,True,0.1551502794715188,False,False,0.5906827242867393,0.8428949412645671,0.8428949412645671,0.3187250974383035,approve,False,False,approve,96,False,N/A,none
268,Somalia,Female,21,Secondary,Intermediate,6,8,nationality,sexual_violence,False,0.5443749547351417,False,True,0.5138133588988888,1.0,1.0376784765533897,0.5226378819055378,deny,False,False,deny,50,True,overturned,none
269,Iraq,Non-binary,43,Primary,Advanced,4,7,religion,threats,True,0.2127326949911919,False,True,0.5805879878470245,0.6971349999691104,0.6971349999691104,0.4508062491009184,approve,False,False,approve,99,False,N/A,moderate
270,Sudan,Male,46,Secondary,Advanced,1,6,political_opinion,detention,False,0.1239180053386541,False,False,0.5106159047138831,0.854105615649657,0.854105615649657,0.7326954044402,deny,False,False,deny,72,False,N/A,moderate
271,Venezuela,Female,62,Tertiary,Advanced,5,9,race,threats,True,0.2703093406522977,False,True,0.6091457012965151,0.6235482942435108,0.6235482942435108,0.35278065984385554,approve,True,False,approve,164,False,N/A,none
272,Somalia,Male,51,Primary,Intermediate,3,6,social_group,threats,True,0.6101859507245329,False,True,0.667849550726502,0.7374168912832804,0.7374168912832804,0.570698383047619,approve,False,False,approve,98,False,N/A,none
273,Somalia,Non-binary,40,Secondary,Basic,4,4,political_opinion,discrimination,False,0.05,False,True,0.7340958046433825,0.7520514650548328,0.7520514650548328,0.6107153160225266,deny,False,False,deny,38,True,upheld,none
274,Somalia,Female,54,Secondary,Intermediate,4,4,nationality,discrimination,True,0.14230351325409832,False,True,0.5570847871012176,0.7610629581845116,0.7610629581845116,0.5700170548506978,approve,False,False,approve,113,False,N/A,none
275,Syria,Female,28,Secondary,Fluent,4,4,social_group,discrimination,False,0.524614752476944,True,True,0.8334732531474148,0.8663794991698155,0.8663794991698155,0.545003864814736,deny,False,False,deny,57,True,overturned,moderate
276,Myanmar,Male,23,Primary,Fluent,4,0,political_opinion,detention,True,0.5786553515306598,True,True,0.3828909894118799,0.8116862139168096,0.8116862139168096,0.4567115384102798,deny,True,False,deny,105,False,N/A,moderate
277,Syria,Male,35,Secondary,None,6,7,social_group,threats,True,0.2844853163564574,False,True,0.5189176861670418,0.8097452409484746,0.8097452409484746,0.5174490875896742,approve,True,True,deny,139,False,N/A,none
278,Venezuela,Male,38,Tertiary,Basic,4,0,religion,violence,True,0.11414209462100364,True,False,0.5294077377908779,0.6594237880509052,0.6594237880509052,0.7497208478421693,approve,False,False,approve,112,False,N/A,none
279,Syria,Male,59,Primary,Basic,5,3,religion,sexual_violence,True,0.6143765252713738,True,True,0.5161018425061956,0.9671655327186294,0.9671655327186294,0.2855321647134991,approve,False,False,approve,32,False,N/A,moderate
280,Afghanistan,Female,53,Primary,Advanced,3,8,race,discrimination,True,0.5391663587623795,False,True,0.5828371372640437,0.816984547936428,0.816984547936428,0.6957687096510584,approve,False,False,approve,102,False,N/A,none
281,Myanmar,Female,58,Tertiary,Advanced,6,8,race,discrimination,True,0.40184204816433494,False,True,0.9180621014675752,0.6544979394007373,0.6544979394007373,0.7689939245796589,approve,False,False,approve,78,False,N/A,moderate
282,Myanmar,Non-binary,55,Primary,Basic,4,4,religion,threats,True,0.178139647659387,False,True,0.3388346527490123,0.7489730885421731,0.7489730885421731,0.34027643339021685,deny,False,False,deny,46,False,N/A,severe
283,Venezuela,Non-binary,51,Tertiary,Intermediate,2,3,social_group,threats,True,0.2926455988742945,True,False,0.8441409446342747,0.600314731009752,0.600314731009752,0.7619440682959804,approve,False,False,approve,92,False,N/A,moderate
284,Iraq,Female,34,Secondary,Advanced,2,2,religion,detention,False,0.2759459878432754,True,True,0.6280738805055202,0.8070143972017848,0.8070143972017848,0.45800069062342136,deny,False,False,deny,84,True,upheld,none
285,Afghanistan,Female,54,Primary,Advanced,3,2,race,detention,False,0.34962769569233665,False,True,0.5962541782985505,0.9411640456627686,0.9411640456627686,0.7166764628653491,deny,False,False,deny,52,False,N/A,none
286,Sudan,Female,42,Tertiary,Intermediate,1,4,religion,discrimination,True,0.5176502157197004,False,True,0.6424219160261186,0.7200803937523976,0.7200803937523976,0.6276067434463632,approve,True,True,deny,111,False,N/A,none
287,Syria,Female,55,Secondary,Intermediate,1,9,religion,threats,False,0.4319125561706104,False,True,0.49314903432588314,0.984209912202177,0.984209912202177,0.40428630987081715,deny,False,False,deny,98,False,N/A,none
288,Eritrea,Male,29,Secondary,Intermediate,6,0,social_group,violence,True,0.13839358845228625,False,True,0.6178851551139993,0.8105151520110997,0.8105151520110997,0.5579016327977563,approve,False,False,approve,44,False,N/A,none
289,Syria,Male,40,Primary,Basic,6,4,political_opinion,sexual_violence,True,0.5064744675029307,False,True,0.4606027666817268,1.0,1.0099196758588744,0.3822318194854611,deny,False,False,deny,76,True,overturned,moderate
290,Somalia,Male,59,Secondary,Intermediate,6,5,race,threats,False,0.34696982100197327,False,True,0.6561860372610095,0.779540882330743,0.779540882330743,0.7210713633783623,deny,True,False,deny,80,False,N/A,none
291,Syria,Female,39,Primary,Intermediate,1,6,social_group,threats,False,0.4030598693788374,True,False,0.6626757718539295,0.9041121276388889,0.9041121276388889,0.45792994394470593,deny,False,False,deny,112,True,overturned,moderate
292,Sudan,Female,38,Primary,Advanced,2,8,religion,detention,True,0.5199811288917904,False,False,0.8196991824418355,0.8908901169874364,0.8908901169874364,0.7726996650930207,approve,False,False,approve,57,False,N/A,none
293,Syria,Male,44,Tertiary,Intermediate,1,2,religion,sexual_violence,False,0.13326296257296733,False,True,0.8085262924071053,1.0,1.0237794217964291,0.649076316616854,deny,False,False,deny,32,True,upheld,none
294,Afghanistan,Female,48,Primary,Advanced,5,1,political_opinion,discrimination,True,0.29462616319403057,False,True,0.4624065017258299,0.7426552154327222,0.7426552154327222,0.6902433736801037,deny,False,False,deny,33,False,N/A,moderate
295,Afghanistan,Female,23,Secondary,Basic,4,2,race,threats,False,0.22028181729611773,False,True,0.6503158750886158,0.8530619581326953,0.8530619581326953,0.48995481758673576,deny,False,False,deny,117,True,upheld,none
296,Myanmar,Male,44,Primary,Intermediate,6,8,race,discrimination,True,0.06482108619518162,False,False,0.47204953593352184,0.6372526514798205,0.6372526514798205,0.5502259725200419,deny,False,False,deny,60,True,upheld,severe
297,Venezuela,Male,57,Secondary,None,2,6,nationality,threats,True,0.35200649664073796,True,False,0.5881783832206604,0.562808530284714,0.562808530284714,0.5024995510070797,approve,False,False,approve,74,False,N/A,none
298,Iraq,Female,51,Primary,Basic,3,8,race,discrimination,True,0.6767334827376635,False,False,0.6429608177054303,0.7396655502963563,0.7396655502963563,0.6469023332736412,approve,False,False,approve,88,False,N/A,moderate
299,Eritrea,Female,29,Tertiary,Advanced,3,1,political_opinion,sexual_violence,True,0.05,True,True,0.43330246625062435,0.8914129592701608,0.8914129592701608,0.36623936499550364,deny,False,False,deny,74,True,overturned,none
300,Somalia,Female,62,Secondary,Fluent,4,4,nationality,detention,True,0.29515790834257943,False,True,0.7339468869794116,0.8851019076591079,0.8851019076591079,0.4168086925153923,approve,False,False,approve,104,False,N/A,none
301,Syria,Female,24,Primary,Basic,2,3,nationality,sexual_violence,False,0.396081440261216,True,False,0.4797255829959527,1.0,1.0543732944676725,0.4148590183783782,deny,False,False,deny,66,False,N/A,none
302,Syria,Female,27,None,Intermediate,1,1,religion,violence,True,0.31846173024842717,True,True,0.35618521130969377,0.989923620494773,0.989923620494773,0.5920201007462678,deny,False,False,deny,94,False,N/A,none
303,Sudan,Female,62,Primary,Advanced,1,8,religion,detention,True,0.28303079212263893,False,False,0.9026278496048509,0.8626406752443869,0.8626406752443869,0.4824209040869221,approve,False,False,approve,38,False,N/A,none
304,Venezuela,Female,34,Secondary,Basic,5,8,race,sexual_violence,True,0.10511754548312635,False,False,0.5019481289043872,0.8185401109993986,0.8185401109993986,0.6244616714038599,approve,False,False,approve,46,False,N/A,none
305,Afghanistan,Female,43,Primary,Intermediate,5,5,nationality,violence,True,0.3349180114410245,False,True,0.44904346063229256,0.9273082252317827,0.9273082252317827,0.4200006267390128,deny,True,True,approve,125,False,N/A,none
306,Eritrea,Male,38,Tertiary,Advanced,1,5,religion,threats,True,0.18648540344761105,True,False,0.811354241000764,0.7213907197576451,0.7213907197576451,0.8520488192910398,approve,False,False,approve,32,False,N/A,none
307,Myanmar,Male,45,Secondary,Intermediate,3,7,political_opinion,threats,True,0.05,False,False,0.8028384619447625,0.6149048884990832,0.6149048884990832,0.8408667094309034,approve,False,False,approve,55,False,N/A,none
308,Afghanistan,Male,63,Primary,Basic,6,5,religion,discrimination,True,0.4791888330770596,True,True,0.44875271209848094,0.7219331001778897,0.7219331001778897,0.4268982748162886,deny,False,False,deny,82,False,N/A,severe
309,Somalia,Female,19,Secondary,Intermediate,3,0,religion,detention,True,0.4437578729763063,False,True,0.794955581850388,0.8935255349891007,0.8935255349891007,0.5674772149952552,approve,False,False,approve,60,False,N/A,none
310,Venezuela,Female,60,Secondary,Advanced,5,3,nationality,threats,True,0.30774914652766194,False,True,0.7496463492946137,0.7137429836457032,0.7137429836457032,0.4506245068677023,approve,False,False,approve,55,False,N/A,none
311,Somalia,Female,18,Primary,Intermediate,4,6,nationality,detention,False,0.3343612032308554,False,True,0.2432683020402855,0.8962598847623656,0.8962598847623656,0.22007686428247458,deny,False,False,deny,52,True,overturned,none
312,Iraq,Male,53,Primary,None,1,1,social_group,threats,False,0.46114770190733423,True,False,0.3705799554739488,0.5399378263274541,0.5399378263274541,0.35277486981143485,deny,True,True,approve,107,False,N/A,moderate
313,Myanmar,Male,43,None,Advanced,5,8,political_opinion,discrimination,True,0.3336509485167124,False,True,0.4357236850972452,0.5500555546569375,0.5500555546569375,0.5902695003027396,deny,False,False,deny,39,True,overturned,severe
314,Iraq,Male,46,Secondary,None,5,7,nationality,sexual_violence,True,0.4356026332141971,True,True,0.4919041430144134,0.801701479317334,0.801701479317334,0.5473512868723068,deny,False,False,deny,101,False,N/A,moderate
315,Sudan,Male,38,Secondary,Advanced,6,7,race,discrimination,True,0.25537766986892246,False,True,0.27627744154388323,0.7306885427894954,0.7306885427894954,0.6709846307870672,deny,False,False,deny,118,False,N/A,moderate
316,Somalia,Female,28,Secondary,Basic,1,6,political_opinion,violence,True,0.49679756078609194,True,False,0.9823514563076584,0.9787727928813627,0.9787727928813627,0.7114514875197437,approve,False,False,approve,93,False,N/A,none
317,Sudan,Male,57,Tertiary,Fluent,6,3,political_opinion,threats,True,0.34811785888990254,False,True,0.8496539142341315,0.7583785052900495,0.7583785052900495,0.6916926169107247,approve,False,False,approve,51,False,N/A,severe
318,Syria,Male,28,Tertiary,Intermediate,1,1,nationality,violence,True,0.3291077915408811,True,False,0.7723315205876536,1.0,1.0081129798752833,0.6646617072251101,approve,False,False,approve,44,False,N/A,moderate
319,Iraq,Female,53,Secondary,Intermediate,6,2,political_opinion,violence,True,0.10949083669319518,False,True,0.7972351574628721,0.8030204389631433,0.8030204389631433,0.6210674064976907,approve,False,False,approve,85,False,N/A,moderate
320,Venezuela,Male,56,Tertiary,Basic,3,5,nationality,detention,True,0.3430433781452563,False,True,0.9215481079218938,0.6447455278013413,0.6447455278013413,0.5557289690104046,approve,False,False,approve,103,False,N/A,none
321,Somalia,Female,57,Primary,Intermediate,4,4,religion,threats,True,0.17520676237583233,False,False,0.7806119966882605,0.7783992557486791,0.7783992557486791,0.5685108236978185,approve,False,False,approve,49,False,N/A,none
322,Eritrea,Female,52,Primary,Advanced,4,7,social_group,violence,False,0.20425759102072588,True,True,0.7623219644707431,0.8347526083530966,0.8347526083530966,0.596099927450523,deny,True,False,deny,127,False,N/A,moderate
323,Myanmar,Male,51,Primary,Fluent,1,5,religion,sexual_violence,False,0.17769365575258184,False,False,0.7696035036696574,0.7596479302534092,0.7596479302534092,0.6990698387388652,deny,False,False,deny,116,False,N/A,none
324,Afghanistan,Female,64,None,Intermediate,2,5,nationality,violence,True,0.14006476021511624,False,True,0.4487711369949578,0.9662577349665104,0.9662577349665104,0.590050168758143,deny,True,False,deny,116,False,N/A,moderate
325,Venezuela,Female,41,Secondary,Intermediate,5,0,nationality,sexual_violence,True,0.6187157104525443,False,False,0.6286306833992649,0.7776869391366829,0.7776869391366829,0.5488950700669933,approve,False,False,approve,82,False,N/A,none
326,Venezuela,Female,39,Tertiary,Advanced,5,3,religion,detention,False,0.49970085929826047,True,False,0.6760832012428187,0.685705074611326,0.685705074611326,0.46445632507250406,deny,False,False,deny,30,False,N/A,moderate
327,Sudan,Male,22,None,Advanced,1,4,race,violence,False,0.5880551253216392,False,True,0.41694788504507546,0.8530941676443567,0.8530941676443567,0.4910114899325718,deny,False,False,deny,31,False,N/A,none
328,Iraq,Female,50,Primary,Intermediate,6,2,race,discrimination,True,0.11656574706666542,False,False,0.44741660534855254,0.6336223334594135,0.6336223334594135,0.5110368892848027,deny,False,False,deny,87,False,N/A,none
329,Somalia,Female,53,Secondary,Intermediate,2,8,race,detention,True,0.3106880624866339,True,True,0.6086192823972466,0.9004879577793392,0.9004879577793392,0.4079667905545219,approve,True,True,deny,84,False,N/A,moderate
330,Somalia,Male,64,Tertiary,Intermediate,3,0,nationality,sexual_violence,True,0.10597385621938563,True,True,0.417299863416042,0.8551276665697126,0.8551276665697126,0.5053915021625578,deny,False,False,deny,91,False,N/A,moderate
331,Syria,Male,37,Primary,Intermediate,6,5,political_opinion,detention,True,0.1956457684204404,False,False,0.6786374786215567,0.9681614487566126,0.9681614487566126,0.853998063396648,approve,False,False,approve,107,False,N/A,none
332,Syria,Non-binary,36,Secondary,None,6,5,nationality,violence,True,0.16228095248751376,True,False,0.49455040879364875,0.9948186963551,0.9948186963551,0.7704157646065581,deny,True,True,approve,125,False,N/A,none
333,Myanmar,Female,52,None,Intermediate,1,9,political_opinion,threats,True,0.4859376009662342,True,False,0.5720402947580032,0.7555556940478153,0.7555556940478153,0.410515676289805,approve,False,False,approve,41,False,N/A,none
334,Sudan,Male,60,Primary,Intermediate,1,4,religion,threats,True,0.24056554828473603,False,False,0.5716802644970012,0.8294470164222041,0.8294470164222041,0.635960258901962,approve,False,False,approve,55,False,N/A,none
335,Venezuela,Female,34,Tertiary,Advanced,5,4,social_group,sexual_violence,True,0.46025690005410247,False,True,1.0,0.7178876733225386,0.7178876733225386,0.8760831688503883,approve,False,False,approve,56,False,N/A,severe
336,Somalia,Male,62,Tertiary,Basic,1,9,political_opinion,sexual_violence,False,0.39061813343827767,True,True,0.774017385027047,0.8737206442984016,0.8737206442984016,0.5368598652478692,deny,False,False,deny,58,True,upheld,moderate
337,Eritrea,Male,60,None,Intermediate,1,4,race,threats,True,0.6455458128157183,False,False,0.3633186249872916,0.6451889837565717,0.6451889837565717,0.4187147048676654,deny,False,False,deny,44,True,upheld,none
338,Sudan,Male,51,Tertiary,Intermediate,1,5,nationality,sexual_violence,True,0.07808336652904138,True,False,0.7849302131140348,0.8966064309150259,0.8966064309150259,0.7623835838100258,approve,False,False,approve,75,False,N/A,moderate
339,Myanmar,Male,26,Secondary,Intermediate,5,7,religion,detention,True,0.4888849859680198,True,True,0.5287990785594016,0.7715815814818798,0.7715815814818798,0.5521450358505384,approve,False,False,approve,30,False,N/A,none
340,Myanmar,Male,43,Tertiary,Basic,3,1,race,discrimination,True,0.47196613056010916,True,False,0.4978280409938879,0.6869837734058916,0.6869837734058916,0.5026998783253203,deny,False,False,deny,89,False,N/A,moderate
341,Sudan,Male,19,Secondary,Intermediate,3,5,religion,discrimination,False,0.1539931742959448,False,False,0.4989891893314098,0.8285997658747484,0.8285997658747484,0.5054661015143869,deny,False,False,deny,86,False,N/A,none
342,Myanmar,Female,26,Secondary,Intermediate,1,0,social_group,detention,True,0.4510700004709739,True,False,0.7648325036138881,0.7175283772899618,0.7175283772899618,0.6861563516310034,approve,False,False,approve,32,False,N/A,none
343,Sudan,Male,26,Secondary,Intermediate,5,3,nationality,discrimination,True,0.3504217444539343,True,False,0.597792964739564,0.7304367794562208,0.7304367794562208,0.46331967597859375,approve,False,False,approve,47,False,N/A,none
344,Afghanistan,Male,57,Secondary,Intermediate,3,9,nationality,violence,False,0.2658785610069888,False,True,0.7651739036037807,0.8721434713713885,0.8721434713713885,0.7407183678340229,deny,False,False,deny,81,True,upheld,none
345,Sudan,Female,34,Primary,Intermediate,6,2,social_group,detention,True,0.17640967695420007,False,True,0.7190673321795659,0.8506792425555614,0.8506792425555614,0.7515874266893862,approve,False,False,approve,89,False,N/A,none
346,Iraq,Male,18,None,Advanced,3,8,nationality,sexual_violence,False,0.19213358228262212,True,False,0.8060871577817175,0.7690113935873062,0.7690113935873062,0.6785995729048254,deny,False,False,deny,63,True,overturned,none
347,Sudan,Female,42,Primary,Basic,3,2,political_opinion,detention,True,0.6074718143678889,False,False,0.42214198508888445,0.8345615164596013,0.8345615164596013,0.36865528450780904,deny,False,False,deny,118,False,N/A,none
348,Myanmar,Male,60,Secondary,Advanced,5,5,religion,threats,True,0.3001024228436224,True,True,0.7413048416038017,0.7842262417301725,0.7842262417301725,0.5953343690534146,approve,False,False,approve,89,False,N/A,none
349,Somalia,Male,57,Primary,Intermediate,6,0,race,sexual_violence,True,0.41731950022971886,False,True,0.6648681324963451,0.9721148663506952,0.9721148663506952,0.3886172321796493,approve,False,False,approve,55,False,N/A,none
350,Iraq,Male,59,Secondary,Basic,5,5,social_group,threats,True,0.181365092749867,False,False,0.5288732737344054,0.6511597989278688,0.6511597989278688,0.30588552242906464,approve,False,False,approve,101,False,N/A,none
351,Myanmar,Male,42,Tertiary,Basic,1,3,political_opinion,sexual_violence,False,0.18302205806675417,False,True,0.45423420639106876,0.91755078762435,0.91755078762435,0.5526180408133848,deny,False,False,deny,48,True,upheld,moderate
352,Syria,Male,56,None,Intermediate,4,7,race,discrimination,False,0.4622977213874913,True,False,0.791428099866396,0.7243735517350561,0.7243735517350561,0.5576854535651564,deny,False,False,deny,51,False,N/A,none
353,Syria,Male,52,Secondary,Advanced,3,8,race,detention,True,0.09756356826727017,True,True,0.7041243813598083,0.8334647434334537,0.8334647434334537,0.6200310034635554,approve,False,False,approve,62,False,N/A,none
354,Somalia,Male,20,Secondary,Advanced,4,3,social_group,violence,True,0.23771793481420928,True,True,0.7653951626067609,0.7711016133902656,0.7711016133902656,0.4561326465513141,approve,False,False,approve,67,False,N/A,none
355,Somalia,Male,54,Tertiary,Advanced,5,9,political_opinion,sexual_violence,False,0.3051041116608348,True,False,0.676688598225811,0.8950292729938357,0.8950292729938357,0.5344972358577993,deny,False,False,deny,64,False,N/A,moderate
356,Iraq,Male,61,Primary,Intermediate,5,9,race,sexual_violence,False,0.3167058902760079,True,False,0.46710733002167093,0.8080849263352377,0.8080849263352377,0.308186189455303,deny,True,False,deny,142,False,N/A,moderate
357,Afghanistan,Male,61,Secondary,Intermediate,5,5,race,threats,True,0.27313600724757653,False,True,0.5345825338261836,0.8051429288966168,0.8051429288966168,0.6601016193286915,approve,False,False,approve,112,False,N/A,moderate
358,Somalia,Male,47,Tertiary,Basic,4,0,political_opinion,discrimination,True,0.35937296716438843,False,True,0.5513967918915005,0.7374670955529941,0.7374670955529941,0.5764473731592414,approve,False,False,approve,39,False,N/A,none
359,Syria,Female,55,Tertiary,Intermediate,5,3,nationality,threats,True,0.40392836337267174,False,True,0.5103669989773977,0.8594471584466958,0.8594471584466958,0.5648358296815917,approve,True,True,deny,101,False,N/A,none
360,Sudan,Female,51,Secondary,Intermediate,1,6,race,threats,False,0.4101956318188995,False,True,0.6185232787024426,0.8701577371307011,0.8701577371307011,0.4861480523254488,deny,False,False,deny,40,False,N/A,severe
361,Myanmar,Male,29,Secondary,Basic,5,0,religion,discrimination,True,0.15212942869982599,False,True,0.266724221789725,0.6619813759119498,0.6619813759119498,0.31029954034191337,deny,False,False,deny,119,False,N/A,none
362,Syria,Female,36,Secondary,Basic,2,7,political_opinion,violence,True,0.2573767353106804,False,True,0.3519928866295192,1.0,1.0666527140733,0.7254312140509367,deny,False,False,deny,53,False,N/A,none
363,Syria,Female,54,Tertiary,Intermediate,4,9,race,threats,False,0.4792144292815407,True,True,0.7706366872415313,0.8353618911204973,0.8353618911204973,0.5141868604784573,deny,True,True,approve,151,False,N/A,none
364,Afghanistan,Male,61,Secondary,Advanced,2,5,social_group,threats,True,0.4341970781360808,False,False,0.8405685780416843,0.8155745429398895,0.8155745429398895,0.5571792767146748,approve,False,False,approve,33,False,N/A,none
365,Iraq,Female,34,None,Fluent,5,4,religion,sexual_violence,True,0.09407108227784042,False,False,0.5912184851919701,0.8206117380041237,0.8206117380041237,0.6907186770435323,approve,False,False,approve,42,False,N/A,severe
366,Iraq,Female,27,Tertiary,Fluent,1,9,race,discrimination,True,0.35272198505283026,False,False,0.697335353638457,0.6601338373724318,0.6601338373724318,0.4430987748155416,approve,False,False,approve,102,False,N/A,none
367,Venezuela,Male,64,Secondary,Intermediate,3,8,religion,detention,True,0.05,False,False,0.5458894672710984,0.6267182449318193,0.6267182449318193,0.5767451534010684,approve,False,False,approve,86,False,N/A,none
368,Afghanistan,Male,29,Secondary,Intermediate,6,1,religion,violence,True,0.30704023530905544,True,True,0.564009763108803,0.9045546803127957,0.9045546803127957,0.6059494669692551,approve,False,False,approve,66,False,N/A,none
369,Sudan,Female,33,Primary,Intermediate,6,4,nationality,violence,True,0.5846650525118966,True,False,0.7466777737467938,0.887423001011034,0.887423001011034,0.5985294128976749,approve,False,False,approve,77,False,N/A,none
370,Iraq,Female,41,Secondary,Advanced,5,5,religion,discrimination,True,0.15781609240965205,False,True,0.8092368537016489,0.6803136578092208,0.6803136578092208,0.514052221311933,approve,False,False,approve,100,False,N/A,none
371,Myanmar,Male,36,Primary,Basic,1,6,nationality,sexual_violence,True,0.17485154317626267,True,False,0.47552023967770474,0.7734232342378178,0.7734232342378178,0.44949317634657276,deny,True,False,deny,61,False,N/A,moderate
372,Somalia,Male,25,Secondary,Intermediate,4,4,political_opinion,sexual_violence,False,0.4146044672359289,False,True,0.44697613610228243,0.9875133697949149,0.9875133697949149,0.6796611408394306,deny,False,False,deny,89,False,N/A,moderate
373,Afghanistan,Male,48,Primary,Advanced,2,8,nationality,discrimination,False,0.06857977271855312,False,True,0.6601765456799501,0.7397357990251875,0.7397357990251875,0.6641945935606222,deny,False,False,deny,41,True,upheld,none
374,Somalia,Female,38,Secondary,Intermediate,2,0,social_group,sexual_violence,True,0.20508674551724415,False,False,0.5764697544061227,1.0,1.0659274972127664,0.5134057332743479,approve,False,False,approve,50,False,N/A,none
375,Syria,Female,34,Tertiary,Intermediate,2,6,race,violence,True,0.38946617063726285,False,True,0.5922621041708197,1.0,1.0036734156451979,0.457430861932054,approve,False,False,approve,40,False,N/A,none
376,Myanmar,Male,40,None,Intermediate,4,9,political_opinion,violence,True,0.20485712284658952,True,False,0.7487914135655557,0.7738212005796707,0.7738212005796707,0.7471912618094483,approve,False,False,approve,73,False,N/A,none
377,Myanmar,Male,54,Tertiary,Basic,6,6,political_opinion,detention,True,0.2646045019183543,True,True,0.6940673142848652,0.7117906606681077,0.7117906606681077,0.5980185875296236,approve,True,False,approve,127,False,N/A,none
378,Syria,Female,33,Secondary,Intermediate,1,3,social_group,discrimination,True,0.4116278565472552,False,True,0.6436961468377178,0.9238086965846537,0.9238086965846537,0.6078576970898097,approve,False,False,approve,73,False,N/A,none
379,Afghanistan,Male,23,Tertiary,Intermediate,4,8,nationality,threats,True,0.36323191253048415,False,False,0.5592121498330916,0.7645284421335763,0.7645284421335763,0.5005580110378336,approve,False,False,approve,107,False,N/A,moderate
380,Syria,Male,25,Secondary,None,2,4,race,threats,True,0.34002275944431026,False,True,0.4517094851205988,0.8822297716207588,0.8822297716207588,0.4102666472770258,deny,False,False,deny,63,False,N/A,severe
381,Somalia,Female,42,Secondary,None,5,3,nationality,detention,True,0.24913165810949417,True,True,0.5793985936181291,0.8908773801165355,0.8908773801165355,0.6596039400622588,approve,False,False,approve,54,False,N/A,none
382,Venezuela,Female,35,Secondary,Advanced,3,6,religion,detention,True,0.3555091672903433,True,True,0.6136549501351698,0.5812018350054191,0.5812018350054191,0.8337291911716163,approve,False,False,approve,33,False,N/A,none
383,Myanmar,Female,42,Tertiary,Basic,4,3,nationality,sexual_violence,True,0.2814400979850365,False,True,0.7726671134980073,0.9014842966106766,0.9014842966106766,0.5393529437339333,approve,False,False,approve,93,False,N/A,none
384,Eritrea,Female,29,Secondary,Intermediate,4,2,political_opinion,detention,True,0.3686708414888677,True,True,0.8139117934277311,0.7710445892818576,0.7710445892818576,0.7301256510915796,approve,False,False,approve,119,False,N/A,none
385,Eritrea,Male,32,Primary,Basic,1,8,race,detention,True,0.22546019623230326,False,True,0.7195599248215211,0.7516951361841169,0.7516951361841169,0.6403551350841418,approve,True,True,deny,94,True,upheld,none
386,Somalia,Male,43,Secondary,Fluent,1,7,nationality,threats,True,0.2726146538430688,True,False,0.845786468979703,0.7204796132162755,0.7204796132162755,0.6712757905754615,approve,False,False,approve,39,False,N/A,severe
387,Sudan,Female,58,Tertiary,Basic,4,0,race,sexual_violence,False,0.1515063311171979,False,True,0.6581087549709019,1.0,1.0262987550357308,0.4334738426109151,deny,False,False,deny,95,False,N/A,none
388,Iraq,Male,62,Secondary,Intermediate,2,6,race,detention,False,0.2947488584990646,False,True,0.8321280932496636,0.6954462069823487,0.6954462069823487,0.7086194732787188,deny,False,False,deny,64,True,overturned,severe
389,Syria,Male,43,Secondary,Advanced,3,8,religion,detention,True,0.17834987045567327,False,True,0.7371090905603465,0.8911202002620631,0.8911202002620631,0.6432315921687494,approve,False,False,approve,112,False,N/A,none
390,Syria,Male,64,Secondary,Advanced,1,7,religion,sexual_violence,True,0.132893032475701,True,False,0.6748148838314683,1.0,1.0327946068893792,0.5215740086976072,approve,False,False,approve,35,False,N/A,none
391,Sudan,Male,49,Tertiary,Basic,2,7,political_opinion,discrimination,True,0.3387991721783082,False,False,0.5827185745208208,0.7481953467037931,0.7481953467037931,0.4749917949272586,approve,False,False,approve,48,False,N/A,none
392,Sudan,Male,27,Primary,Advanced,5,5,social_group,sexual_violence,True,0.33191096637864903,False,True,0.655783243066061,0.8989950624115174,0.8989950624115174,0.4893223977789186,approve,False,False,approve,88,False,N/A,none
393,Somalia,Male,33,Secondary,Intermediate,1,3,race,threats,True,0.4174310602422858,False,True,0.4264157867080673,0.7414399850225355,0.7414399850225355,0.3935018985357837,deny,False,False,deny,82,False,N/A,moderate
394,Somalia,Male,24,None,Intermediate,2,7,social_group,discrimination,False,0.23533116456373515,False,True,0.4485111626953711,0.6413015191943935,0.6413015191943935,0.6021949785909719,deny,False,False,deny,37,False,N/A,none
